date,open,close
2023-06-07,428.44,426.55
2023-06-08,426.62,429.13
2023-06-09,429.96,429.9
2023-06-12,430.92,433.8
2023-06-13,435.32,436.66
2023-06-14,437.01,437.18
2023-06-15,436.33,442.6
2023-06-16,443.02,439.46
2023-06-20,437.45,437.18
2023-06-21,436.16,434.94
2023-06-22,433.95,436.51
2023-06-23,432.93,433.21
2023-06-26,432.62,431.44
2023-06-27,432.35,436.17
2023-06-28,435.05,436.39
2023-06-29,435.96,438.11
2023-06-30,441.44,443.28
2023-07-03,442.92,443.79
2023-07-05,441.91,443.13
2023-07-06,439.42,439.66
2023-07-07,438.63,438.55
2023-07-10,438.18,439.66
2023-07-11,440.45,442.46
2023-07-12,446.39,446.02
2023-07-13,447.9,449.56
2023-07-14,450.48,449.28
2023-07-17,449.13,450.84
2023-07-18,450.5,454.19
2023-07-19,455.01,455.2
2023-07-20,454.17,452.18
2023-07-21,453.96,452.18
2023-07-24,453.37,454.2
2023-07-25,453.92,455.44
2023-07-26,454.47,455.51
2023-07-27,459.02,452.49
2023-07-28,455.88,456.92
2023-07-31,457.41,457.79
2023-08-01,456.27,456.48
2023-08-02,453.25,450.13
2023-08-03,448.04,448.84
2023-08-04,450.72,446.81
2023-08-07,448.71,450.71
2023-08-08,448.08,448.75
2023-08-09,449.03,445.75
2023-08-10,448.19,445.91
2023-08-11,443.97,445.65
2023-08-14,444.7,448.11
2023-08-15,446.27,442.89
2023-08-16,442.46,439.64
2023-08-17,441.16,436.29
2023-08-18,433.37,436.5
2023-08-21,437.55,439.34
2023-08-22,441.18,438.15
2023-08-23,439.25,443.03
2023-08-24,444.69,436.89
2023-08-25,438.68,439.97
2023-08-28,442.24,442.76
2023-08-29,442.65,449.16
2023-08-30,449.51,451.01
2023-08-31,451.65,450.35
2023-09-01,453.17,451.19
2023-09-05,450.73,449.24
2023-09-06,448.4,446.22
2023-09-07,443.11,444.85
2023-09-08,444.9,445.52
2023-09-11,448.24,448.45
2023-09-12,446.95,445.99
2023-09-13,446.22,446.51
2023-09-14,449.07,450.36
2023-09-15,447.14,443.37
2023-09-18,443.05,443.63
2023-09-19,442.68,442.71
2023-09-20,444.01,438.64
2023-09-21,435.7,431.39
2023-09-22,432.45,430.42
2023-09-25,429.17,432.23
2023-09-26,429.09,425.88
2023-09-27,427.09,426.05
2023-09-28,425.48,428.52
2023-09-29,431.67,427.48
2023-10-02,426.62,427.31
2023-10-03,425.06,421.59
2023-10-04,422.07,424.66
2023-10-05,424.36,424.5
2023-10-06,421.97,429.54
2023-10-09,427.58,432.29
2023-10-10,432.94,434.54
2023-10-11,435.64,436.32
2023-10-12,436.95,433.66
2023-10-13,435.21,431.5
2023-10-16,433.82,436.04
2023-10-17,432.81,436.02
2023-10-18,434.19,430.21
2023-10-19,430.95,426.43
2023-10-20,425.98,421.19
2023-10-23,419.61,420.46
2023-10-24,422.65,423.63
2023-10-25,421.89,417.55
2023-10-26,416.45,412.55
2023-10-27,414.19,410.68
2023-10-30,413.56,415.59
2023-10-31,416.18,418.2
2023-11-01,419.2,422.66
2023-11-02,426.58,430.76
2023-11-03,433.14,434.69
2023-11-06,435.47,435.69
2023-11-07,435.69,436.93
2023-11-08,437.55,437.25
2023-11-09,438.43,433.84
2023-11-10,435.98,440.61
2023-11-13,439.23,440.19
2023-11-14,446.32,448.73
2023-11-15,450.11,449.68
2023-11-16,449.22,450.23
2023-11-17,450.24,450.79
2023-11-20,450.53,454.26
2023-11-21,453.18,453.27
2023-11-22,454.98,455.02
2023-11-24,455.07,455.3
2023-11-27,454.65,454.48
2023-11-28,454.08,454.93
2023-11-29,457.15,454.61
2023-11-30,455.48,456.4
2023-12-01,455.77,459.1
